0.30465,0.43765,0.59777,0.71285
0.32647,0.39601,0.59808,0.70176
0.30238,0.42579,0.57644,0.73565
0.36232,0.43015,0.58176,0.70158
0.36782,0.48473,0.61524,0.71052
0.40425,0.48621,0.61641,0.74383
0.38746,0.45281,0.5584,0.72464
0.43818,0.47426,0.53946,0.73683
0.45857,0.48854,0.53037,0.7139
0.45,0.50633,0.53377,0.70725
0.42527,0.47627,0.47712,0.71002
0.39721,0.48271,0.49224,0.68097
0.40687,0.49592,0.47646,0.69721
0.36886,0.49444,0.49322,0.74701
0.3422,0.53676,0.46468,0.7349
0.31283,0.51153,0.467,0.7434
0.31284,0.50358,0.48557,0.72977
0.33436,0.52597,0.50055,0.70747
0.31214,0.5429,0.47287,0.69484
0.30406,0.5355,0.48183,0.66755
0.30939,0.54337,0.47691,0.68217
0.30097,0.56335,0.44977,0.7022
0.32204,0.5693,0.42002,0.74161
0.29787,0.56601,0.43041,0.73966
0.29294,0.55202,0.39389,0.66921
0.28541,0.56624,0.39324,0.62534
0.30251,0.51118,0.42174,0.68533
0.30118,0.51704,0.41753,0.7325
0.34485,0.50768,0.37257,0.73277
0.33026,0.50907,0.42488,0.73734
0.32952,0.47534,0.42767,0.70603
0.33171,0.49175,0.4417,0.70085
0.30603,0.46142,0.38847,0.72441
0.33486,0.44529,0.41754,0.72089
0.3423,0.47878,0.43946,0.71345
0.32346,0.46168,0.50984,0.71052
0.3229,0.44059,0.49267,0.67381
0.36092,0.41942,0.48186,0.64807
0.38608,0.38939,0.44091,0.61904
0.38428,0.3745,0.43107,0.60495
0.38211,0.41288,0.4421,0.6169
0.39758,0.39029,0.42432,0.64096
0.37031,0.40411,0.41235,0.63045
0.41686,0.44393,0.40307,0.61321
0.43927,0.42689,0.37019,0.61201
0.45946,0.41616,0.36908,0.62102
0.47507,0.42543,0.38387,0.60001
0.43789,0.39987,0.41216,0.6064
0.47002,0.40776,0.42146,0.59808
0.40973,0.42037,0.41992,0.60004
0.41242,0.41509,0.46141,0.56389
0.42388,0.40006,0.48217,0.56776
0.4488,0.34994,0.44809,0.58151
0.40934,0.38086,0.43649,0.57282
0.40776,0.40725,0.42811,0.60917
0.41698,0.35424,0.38054,0.59837
0.46171,0.34968,0.39621,0.55027
0.47425,0.33228,0.38164,0.55037
0.46199,0.326,0.37594,0.55862
0.43209,0.34823,0.3721,0.5599
0.42976,0.37106,0.38869,0.58684
0.4255,0.37093,0.38192,0.58524
0.43094,0.35787,0.3958,0.58967
0.39239,0.29875,0.41544,0.58066
0.37056,0.32909,0.40519,0.58903
0.3539,0.2875,0.41273,0.59134
0.39779,0.25416,0.42608,0.60339
0.42497,0.25414,0.44069,0.58204
0.47404,0.28746,0.3923,0.53065
0.50954,0.27878,0.37782,0.48695
0.5065,0.26874,0.38054,0.47735
0.54082,0.2626,0.39046,0.46638
0.48986,0.27052,0.37257,0.46642
0.51239,0.27704,0.40978,0.45742
0.53741,0.2706,0.42022,0.47847
0.53917,0.25738,0.45527,0.44816
0.56022,0.26076,0.45878,0.42316
0.54277,0.26037,0.43637,0.4408
0.53555,0.26823,0.46501,0.47456
0.53361,0.32355,0.46357,0.48161
0.55268,0.30921,0.44485,0.46494
0.56315,0.29115,0.40426,0.43725
0.56333,0.29812,0.44166,0.47423
0.59145,0.31556,0.45379,0.44876
0.57024,0.32373,0.43601,0.42066
0.53087,0.33557,0.40831,0.3785
0.52856,0.30855,0.43177,0.40295
0.53209,0.29605,0.43086,0.40602
0.5534,0.32837,0.45574,0.41108
0.5422,0.3004,0.49326,0.40852
0.53981,0.29817,0.51233,0.43723
0.56408,0.28096,0.49888,0.45039
0.54247,0.2683,0.44008,0.4197
0.53875,0.25981,0.42148,0.43807
0.58266,0.27159,0.40728,0.44947
0.596,0.25728,0.36987,0.5079
0.60034,0.3166,0.38368,0.52565
0.5733,0.30441,0.3871,0.504
0.56653,0.28766,0.40542,0.53125
0.53519,0.25502,0.40243,0.52601
0.52015,0.27004,0.3484,0.50685
0.51774,0.27702,0.37373,0.50299
0.49195,0.31788,0.3454,0.48321
0.49364,0.30517,0.34372,0.48509
0.49646,0.27899,0.36033,0.50305
0.52231,0.29074,0.35788,0.53671
0.48127,0.32374,0.35651,0.49932
0.50426,0.33351,0.32696,0.48145
0.52557,0.33904,0.3081,0.48519
0.55075,0.35794,0.29491,0.4441
0.51667,0.35876,0.32296,0.4173
0.50592,0.33957,0.3221,0.41187
0.4666,0.28009,0.34769,0.41341
0.49377,0.2759,0.3732,0.4297
0.49338,0.25828,0.42808,0.41165
0.49166,0.26571,0.44742,0.46578
0.51225,0.26919,0.45703,0.47084
0.5514,0.28275,0.50602,0.48359
0.53685,0.27333,0.46229,0.47272
0.48969,0.26011,0.46032,0.47676
0.54702,0.27474,0.45738,0.43114
0.57813,0.26914,0.38578,0.41094
0.63899,0.26869,0.3837,0.42941
0.6365,0.25403,0.41562,0.44877
0.66539,0.25732,0.44042,0.43324
0.69386,0.25034,0.45257,0.41357
0.66607,0.26565,0.44901,0.3988
0.65989,0.27185,0.46109,0.38951
0.67679,0.28752,0.45219,0.38823
0.65423,0.25237,0.41523,0.43411
0.66195,0.2712,0.39825,0.41091
0.66141,0.29035,0.40192,0.43522
0.66528,0.30734,0.38536,0.39544
0.69558,0.30844,0.33218,0.42522
0.68018,0.33884,0.3464,0.42457
0.6736,0.33044,0.34211,0.4025
0.69881,0.29297,0.32867,0.40335
0.7337,0.33241,0.38707,0.41342
0.69183,0.30083,0.40984,0.41338
0.7215,0.28571,0.40788,0.40638
0.748,0.25337,0.4281,0.40294
0.73017,0.307,0.45234,0.40735
0.72202,0.32196,0.42637,0.38756
0.74116,0.32266,0.43633,0.39792
0.7412,0.29371,0.45437,0.41009
0.74071,0.31601,0.49291,0.38269
0.73255,0.28824,0.53019,0.35846
0.73908,0.27426,0.49329,0.3799
0.73561,0.27052,0.49584,0.39889
0.72665,0.27776,0.47094,0.4095
0.735,0.28147,0.46348,0.40576
0.68522,0.32027,0.48354,0.40128
0.66521,0.34305,0.54916,0.39216
0.63617,0.31085,0.59871,0.39744
0.65221,0.32396,0.62593,0.37368
0.6244,0.34276,0.62724,0.40286
0.65245,0.34476,0.69308,0.40547
0.65272,0.3596,0.64057,0.41875
0.63216,0.38138,0.64766,0.44542
0.63384,0.36424,0.62469,0.47278
0.59771,0.3668,0.67609,0.46584
0.55136,0.37303,0.61893,0.46734
0.50997,0.33295,0.62206,0.45317
0.49097,0.34792,0.58446,0.46412
0.44524,0.33986,0.63512,0.47359
0.4641,0.37074,0.68133,0.48073
0.47093,0.37172,0.68858,0.48757
0.48078,0.35263,0.6612,0.48608
0.48741,0.35338,0.71908,0.48357
0.47191,0.37383,0.70061,0.49659
0.41456,0.37703,0.70978,0.51761
0.39438,0.35145,0.72095,0.54151
0.38191,0.32221,0.66982,0.56148
0.3305,0.34254,0.65741,0.53571
0.35661,0.32105,0.64561,0.53743
0.40257,0.30585,0.66759,0.47728
0.379,0.28505,0.6288,0.45949
0.37728,0.33544,0.63627,0.43725
0.35725,0.33977,0.62916,0.39193
0.36296,0.37557,0.65346,0.32228
0.37693,0.39416,0.67562,0.2838
0.34566,0.41998,0.66575,0.28149
0.35067,0.38929,0.65644,0.28776
0.32892,0.34044,0.68592,0.25123
0.32348,0.37201,0.70172,0.28204
0.33915,0.4092,0.74245,0.32343
0.32406,0.41354,0.72609,0.3038
0.34272,0.42624,0.69283,0.32928
0.33902,0.40264,0.68608,0.31722
0.33281,0.42294,0.65802,0.31511
0.34806,0.39027,0.63258,0.32098
0.38003,0.39614,0.62681,0.2841
0.43473,0.42592,0.59643,0.26968
0.46502,0.44657,0.60233,0.28084
0.44854,0.47922,0.58243,0.33605
0.46108,0.45446,0.60163,0.33075
0.42594,0.47163,0.55993,0.31143
0.44819,0.48362,0.56004,0.30952
0.46501,0.48011,0.56193,0.33702
0.45616,0.4577,0.55307,0.34703
0.46334,0.40708,0.60901,0.32829
